,Restaurant,Rating,Restaurant_Type,Price_For_Two,Location,Link,Timing,Dining_Review,Dining_Rating,Delivery_Rating,Delivery_Review
321,Indigo XP,,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/indigo-xp-koramangala-5th-block/info,12noon – 1am (Today),"3,984",4.1,4.0,7
322,The Coffee Brewery,,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",800," Indiranagar, Bangalore",https://www.zomato.com/bangalore/the-coffee-brewery-indiranagar-bangalore/info,Opens tomorrow at 7am,35,4.0,3.5,26
323,Sattvam,,"Chinese, Continental",1960," JP Nagar, Bangalore",https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/info,Opens tomorrow at 12noon,"2,302",4.2,4.0,"1,590"
324,The Pizza Bakery,,"Pizza, Pasta, Italian, Continental, Desserts, Beverages",1500," JP Nagar, Bangalore",https://www.zomato.com/bangalore/the-pizza-bakery-jp-nagar-bangalore/info,Opens tomorrow at 11:30am,433,4.3,4.2,"5,000"
325,Noodle Bar,,"Asian, Oriental, Chinese, Thai, Desserts, Beverages",1700," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/noodle-bar-whitefield/info,Opens tomorrow at 12noon,"2,162",3.8,4.5,772
326,Maya,,"Asian, North Indian, Chinese, Thai, Beverages",1800," Jayanagar, Bangalore",https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info,Opens tomorrow at 12noon,"1,024",4.4,4.2,140
327,Down Town Pub,,"Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages",1700," Brigade Road, Bangalore",https://www.zomato.com/bangalore/down-town-pub-brigade-road-bangalore/info,12noon – 12midnight (Today),989,4.6,0.0,0
328,PizzaExpress,,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Pasta, Cafe",1400," Kammanahalli, Bangalore",https://www.zomato.com/bangalore/pizzaexpress-kammanahalli-bangalore/info,"12midnight – 2am, 11am – 12midnight (Today)",109,4.4,3.7,126
329,Saffron,,"North Indian, Biryani, Mughlai, Desserts",2500," Radisson Blu, Marathahalli, Bangalore",https://www.zomato.com/bangalore/saffron-marathahalli-bangalore/info,Opens tomorrow at 6pm,925,4.7,4.3,70
330,Escape by Brewklyn,,"Continental, Asian, North Indian, Pizza, Burger",2500," Nagawara, Bangalore",https://www.zomato.com/bangalore/escape-by-brewklyn-nagawara-bangalore/info,1pm – 11:30pm (Today),42,0.0,0.0,0
331,Aromas Of Biryani,,"Biryani, North Indian, South Indian, Hyderabadi",1000," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/aromas-of-biryani-sarjapur-road-bangalore/info,Opens tomorrow at 11am,787,4.1,4.1,15K
332,Iris Cafe & Kitchen,,"Cafe, Coffee, Chinese, Continental, Modern Indian, Pasta, Fast Food, Desserts",1200," JP Nagar, Bangalore",https://www.zomato.com/bangalore/iris-cafe-kitchen-1-jp-nagar-bangalore/info,Opens tomorrow at 9:30am,486,4.1,4.0,24
333,Tiger Tiger Brewhouse,,"North Indian, Continental, Oriental, Mughlai, Andhra, European, Beverages, Desserts",1600," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/tiger-tiger-brewhouse-1-sarjapur-road-bangalore/info,12noon – 11:30pm (Today),"1,642",4.1,3.1,105
334,Harley's Fine Baking,,"Bakery, Sandwich, Desserts",600," JP Nagar, Bangalore",https://www.zomato.com/bangalore/harleys-fine-baking-jp-nagar-bangalore/info,8am – 2am (Today),102,4.0,4.4,713
335,Nando's,,"Burger, Healthy Food, Portuguese, Desserts",1500," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/nandos-whitefield-bangalore/info,11:30am – 11:30pm (Today),"7,971",4.4,4.3,"4,703"
336,White Lotus Club,,"Continental, North Indian, Chinese, Italian, Asian, Beverages",2000," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/white-lotus-club-sarjapur-road-bangalore/info,12noon – 12midnight (Today),433,3.9,0.0,0
337,Glass – Kitchen & Bar,,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",3500," Holiday Inn, Race Course Road, Bangalore., Bangalore",https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info,Opens tomorrow at 12:30pm,168,4.4,0.0,3
338,Barrys Sky Lounge,,"Chinese, North Indian, Oriental, Mughlai, Biryani",1000," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info,11:30am – 1am (Today),866,4.3,4.2,45
339,46 Ounces,,"North Indian, Asian, Italian, Pizza, Desserts",1200," RMZ Infinity, Old Madras Road, Bangalore",https://www.zomato.com/bangalore/46-ounces-old-madras-road-bangalore/info,Opens tomorrow at 8am,518,4.4,3.6,111
340,Barbeque Nation,,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",1900," Electronic City, Bangalore",https://www.zomato.com/bangalore/barbeque-nation-electronic-city/info,Opens tomorrow at 11am,"7,240",4.3,3.4,"3,025"
341,HSR High Street,,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",950," HSR, Bangalore",https://www.zomato.com/bangalore/hsr-high-street-hsr/info,11:30am – 1am (Today),"1,558",3.9,4.1,14.1K
342,Don't Tell Mama,,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000," HSR, Bangalore",https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore/info,12noon – 1am (Today),"2,143",4.1,0.0,0
343,Kobe Sizzlers,,"American, Continental, Burger, Pasta, Steak, Beverages, Desserts",1600," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/kobe-sizzlers-koramangala-5th-block/info,Opens tomorrow at 12noon,"3,342",3.9,4.1,47
344,Glen`s Bakehouse,,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",800," Whitefield, Bangalore",https://www.zomato.com/bangalore/glen-s-bakehouse-whitefield-bangalore/info,Opens tomorrow at 11am,"1,976",3.8,4.0,"7,836"
345,Platform.65,,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages",1300," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/platform-65-bannerghatta-road-bangalore/info,Opens tomorrow at 12noon,"1,048",3.6,3.5,527
346,Iza,,"Asian, Chinese, Seafood, Salad, Desserts",1200," Divyasree Technopark, Bangalore",https://www.zomato.com/bangalore/iza-marathahalli-bangalore/info,12noon – 11:45pm (Today),183,4.5,4.1,47
347,Chin Lung Resto Bar,,"Bar Food, Chinese, North Indian",1400," Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangala-4th-block-bangalore/info,12noon – 12midnight (Today),"1,278",4.1,4.3,443
348,Street Storyss,,"North Indian, Chinese, Street Food, Desserts, Beverages",2500," Indiranagar, Bangalore",https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Opens tomorrow at 12noon,"2,105",4.6,4.3,758
349,Suay,,"Cafe, Coffee, Continental, Fast Food, Salad, Chinese, Desserts, Beverages",1400," JP Nagar, Bangalore",https://www.zomato.com/bangalore/suay-jp-nagar-bangalore/info,Opens tomorrow at 11am,27,4.0,0.0,0
350,Neon Market,,"Cafe, Coffee, Japanese, Tea, Beverages",1000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/neon-market-indiranagar-bangalore/info,8am – 12midnight (Today),55,4.2,0.0,1
351,MoMo Cafe - Courtyard By Marriott,,"North Indian, Asian, Fast Food, Continental, Italian, Desserts, Beverages",2800," Courtyard by Marriott, Bellandur, Bangalore",https://www.zomato.com/bangalore/momo-cafe-courtyard-by-marriott-bellandur-bangalore/info,Opens tomorrow at 7am,786,4.0,3.7,114
352,The Sauce Code,,"Pasta, Continental, Asian, Italian, Desserts",1200," RMZ Ecoworld, Bellandur, Bangalore",https://www.zomato.com/bangalore/the-sauce-code-bellandur-bangalore/info,11:30am – 11:30pm (Today),40,3.8,4.0,125
353,SodaBottleOpenerWala,,"Parsi, North Indian, Street Food, Desserts, Beverages",1800," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore/info,Opens tomorrow at 12noon,"4,706",4.4,4.2,"1,838"
354,Table For Tous,,"Cafe, Bakery, Coffee, Desserts",750," HSR, Bangalore",https://www.zomato.com/TableForTous/info,Opens tomorrow at 10am,147,4.9,4.4,"1,940"
355,Cafe Azzure,,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages",1400," HSR, Bangalore",https://www.zomato.com/bangalore/cafe-azzure-hsr-bangalore/info,11:30am – 11:30pm (Today),"1,829",3.5,3.6,292
356,Pind Balluchi,,"North Indian, Mughlai, Fast Food, Biryani, Desserts",950," Forum Neighbourhood Mall, Whitefield, Bangalore",https://www.zomato.com/bangalore/pind-balluchi-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 11:30am,"1,241",3.9,3.9,"2,123"
357,Saarai,,"Andhra, Asian",1500," Jayanagar, Bangalore",https://www.zomato.com/bangalore/saarai-jayanagar-bangalore/info,Opens tomorrow at 12noon,225,4.5,0.0,0
358,Zoey's,,"Burger, Beverages, Continental, Pasta, Chinese, Sandwich, Cafe, Desserts",700," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/zoeys-sarjapur-road/info,Opens tomorrow at 11am,"1,301",4.2,4.3,"5,747"
359,Barkaas Indo Arabic Restaurant,,"Arabian, North Indian, Biryani, Mandi, Desserts",1000," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/barkaas-indo-arabic-restaurant-1-koramangala-5th-block-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",153,4.1,0.0,0
360,Gully Coffee Roasters,,"Cafe, Coffee, Pasta, Burger, Continental, Pancake",700," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/gully-coffee-roasters-1-koramangala-5th-block-bangalore/info,Opens tomorrow at 11am,79,4.3,0.0,0
361,Dobaraa,,"Continental, North Indian, Salad, Desserts",1200," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/dobaraa-hebbal-bangalore/info,12noon – 12midnight (Today),146,0.0,0.0,0
362,Bhola & Blonde,,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts",1900," Indiranagar, Bangalore",https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info,12noon – 1am (Today),"1,444",3.9,2.9,31
363,Oota Bangalore,,"Mangalorean, South Indian, Salad, Desserts",1200," Craftworks, Bangalore",https://www.zomato.com/bangalore/oota-bangalore-whitefield/info,Opens tomorrow at 12noon,966,4.9,4.3,"1,148"
364,Suzy Q,,"North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",2300," Cunningham Road, Bangalore",https://www.zomato.com/bangalore/suzy-q-cunningham-road-bangalore/info,12noon – 12midnight (Today),683,4.3,4.2,283
365,The French Treaty,,"Cafe, Coffee, French, Desserts, Beverages",1000," Yelahanka, Bangalore",https://www.zomato.com/bangalore/the-french-treaty-1-yelahanka-bangalore/info,Opens tomorrow at 9am,38,3.5,0.0,0
366,Kuuraku,,"Japanese, Rolls, Beverages",1500," Forum Rex Walk, Bangalore",https://www.zomato.com/bangalore/kuuraku-brigade-road-bangalore/info,Opens tomorrow at 12noon,225,4.6,4.7,87
367,Kebarbiq Restaurant,,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",1400," HSR, Bangalore",https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/info,11:30am – 11:30pm (Today),767,4.0,4.2,"3,498"
368,NH8,,"North Indian, Rajasthani",1200," Indiranagar, Bangalore",https://www.zomato.com/bangalore/nh8-indiranagar/info,Opens tomorrow at 12noon,"4,020",4.1,4.0,"3,126"
369,The Local,,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",1600," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info,11am – 1am (Today),"2,782",4.3,4.4,905
370,Tiger Yaki,,"Korean, Japanese",1000," St. Marks Road, Bangalore",https://www.zomato.com/bangalore/tiger-yaki-st-marks-road-bangalore/info,12noon – 12midnight (Today),27,3.4,0.0,0
371,The Fatty Bao,,"Asian, Sushi, Japanese, Chinese",1400," Indiranagar, Bangalore",https://www.zomato.com/bangalore/the-fatty-bao-indiranagar-bangalore/info,Opens tomorrow at 12noon,"4,499",4.5,4.3,"5,580"
372,Barkaas- Arabic Restaurant,,"Arabian, North Indian, Mughlai, Shawarma, Fast Food, Mandi, Desserts, Beverages",1300," Marathahalli, Bangalore",https://www.zomato.com/bangalore/barkaas-arabic-restaurant-marathahalli-bangalore/info,Opens tomorrow at 11:30am,"1,060",4.0,3.3,"2,310"
373,Plaka By Chef Ajay Chopra,,"Italian, North Indian, Mediterranean, Pizza, Continental, Asian, Coffee",1800," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/plaka-by-chef-ajay-chopra-sahakara-nagar-bangalore/info,Opens tomorrow at 12:15pm,152,4.1,4.0,7
374,Lavonne,,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",1300," Indiranagar, Bangalore",https://www.zomato.com/bangalore/lavonne-indiranagar/info,Opens tomorrow at 8:30am,"1,800",4.5,4.5,908
375,1 BHK - Bar House Kitchen,,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",1400," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/1-bhk-bar-house-kitchen-1-koramangala-6th-block-bangalore/info,12noon – 12midnight (Today),623,4.3,4.2,81
376,Andrea's Brasserie,,"Pizza, Pasta, Asian, Salad, Desserts, Sushi, Beverages, Burger",1600," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/andreas-brasserie-yelahanka-bangalore/info,Opens tomorrow at 12noon,241,4.5,4.4,85
377,Little Italy,,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",2300," Indiranagar, Bangalore",https://www.zomato.com/bangalore/little-italy-indiranagar/info,Opens tomorrow at 12noon,"4,076",4.0,3.7,"1,019"
378,Enne,,"South Indian, Andhra, Seafood, Biryani, Continental",1000," Malleshwaram, Bangalore",https://www.zomato.com/bangalore/enne-malleshwaram-bangalore/info,Opens tomorrow at 1pm,619,3.9,3.5,26
379,Marbella Sky Lounge,,"Continental, North Indian, Asian, Beverages",2500," Jayanagar, Bangalore",https://www.zomato.com/bangalore/marbella-sky-lounge-jayanagar-bangalore/info,11am – 1am (Today),53,3.9,0.0,0
380,Cha Hong Kong Eating House,,"Asian, Chinese",1000," Hebbal, Bangalore",https://www.zomato.com/bangalore/cha-hong-kong-eating-house-hebbal-bangalore/info,12noon – 11:30pm (Today),303,4.5,0.0,0
381,Daily Sushi,,"Sushi, Japanese, Korean, Asian, Beverages",950," Indiranagar, Bangalore",https://www.zomato.com/bangalore/daily-sushi-1-indiranagar-bangalore/info,12noon – 12midnight (Today),852,4.4,4.3,"1,377"
382,Cuppa Redefined,,"Cafe, American, Burger, Healthy Food, Salad, Fast Food, Desserts, Beverages",700," HSR, Bangalore",https://www.zomato.com/bangalore/cuppa-redefined-hsr-bangalore/info,Opens tomorrow at 8am,645,4.3,3.8,438
383,Truffles,,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages",1100," Indiranagar, Bangalore",https://www.zomato.com/bangalore/truffles-indiranagar/info,"12midnight – 1am, 9am – 12midnight (Today)","2,360",4.4,4.2,10.8K
384,Klava,,"Bakery, Desserts, Coffee, Shake",800," Forum Rex Walk, Bangalore",https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",73,3.5,0.0,1
385,Azukii Bistro,,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",1800," Richmond Town, Bangalore",https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/info,Opens tomorrow at 12:30pm,274,4.8,4.6,"1,666"
386,Bangalore Brew Works,,"Continental, Italian, South Indian, Fast Food, Beverages",2000," Residency Road, Bangalore",https://www.zomato.com/bangalore/bangalore-brew-works-residency-road/info,12noon – 11:30pm (Today),"2,565",4.1,0.0,0
387,Monk's Bar & Social,,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages",1000," BTM, Bangalore",https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,12noon – 11:30pm (Today),459,4.5,3.0,8
388,Gustoes,,"Italian, Seafood, Chinese, Asian, North Indian, BBQ, Desserts, Beverages",1800," Jayanagar, Bangalore",https://www.zomato.com/bangalore/gustoes-jayanagar-bangalore/info,Opens tomorrow at 12noon,"1,710",4.4,3.7,141
389,1947,,"North Indian, Chinese, Desserts, Beverages",1000," Hennur, Bangalore",https://www.zomato.com/bangalore/1947-hennur-bangalore/info,Opens tomorrow at 12noon,206,4.3,4.0,41
390,Prequel,,"North Indian, Continental, Asian, Italian, Pizza, Sushi, Burger, Desserts",1300," Hebbal, Bangalore",https://www.zomato.com/bangalore/prequel-3-hebbal-bangalore/info,12noon – 1am (Today),540,4.4,4.0,110
391,Boba Bhai,,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",700," Electronic City, Bangalore",https://www.zomato.com/bangalore/boba-bhai-electronic-city-bangalore/info,24 Hours (Today),12,3.6,4.2,"1,389"
392,Basil Bistro,,"Continental, Italian, North Indian, Asian, Pizza, Desserts, Coffee, Beverages",1800," HSR, Bangalore",https://www.zomato.com/bangalore/basil-bistro-hsr-bangalore/info,Opens tomorrow at 11:30am,"2,746",4.2,4.4,197
393,Publik,,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",1400," Bellandur, Bangalore",https://www.zomato.com/bangalore/publik-bellandur-bangalore/info,1pm – 12midnight (Today),"1,251",4.2,3.5,104
394,The Lotus Oriental - The Leela Bhartiya City,,"Thai, Oriental, Japanese, Asian, Desserts, Beverages",3000," The Leela Bhartiya City, Bengaluru, Bangalore",https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info,Opens tomorrow at 12:30pm,75,4.2,0.0,0
395,Tastique,,"North Indian, Chinese, Beverages",1500," Nagawara, Bangalore",https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info,Opens tomorrow at 12noon,114,4.5,4.2,89
396,Al Daaz,,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",600," HSR, Bangalore",https://www.zomato.com/bangalore/al-daaz-hsr/info,12noon – 1am (Today),"1,681",3.9,4.3,101.3K
397,Casa Fresco By Tea Brew,,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",950," HSR, Bangalore",https://www.zomato.com/bangalore/casa-fresco-by-tea-brew-hsr-bangalore/info,Opens tomorrow at 10am,621,4.1,4.1,800
398,Happy Place,,"Beverages, American, Cafe, Continental, European, Pasta, Salad",300," New BEL Road, Bangalore",https://www.zomato.com/bangalore/happy-place-new-bel-road-bangalore/info,Opens tomorrow at 11am,55,4.1,4.3,65
399,46 Ounces Brewgarden,,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",1900," Electronic City, Bangalore",https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore/info,12noon – 12midnight (Today),"3,674",4.3,3.5,635
400,United Telugu Kitchens,,South Indian,2000," Forum Falcon City Mall, Kanakapura Roaad, Bangalore",https://www.zomato.com/bangalore/united-telugu-kitchens-kumaraswamy-layout-bangalore/info,12noon – 11:30pm (Today),25,3.6,0.0,0
401,Trippy Goat Cafe,,"Cafe, Continental, Fast Food, Beverages",1200," Cunningham Road, Bangalore",https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore/info,11am – 11:30pm (Today),191,4.3,4.0,25
402,Gufha,,"North Indian, Chinese, Continental, Biryani, Kebab, Desserts",1100," Sankey Road, Bangalore",https://www.zomato.com/bangalore/gufha-1-sankey-road-bangalore/info,"12noon – 4pm, 7pm – 11:45pm (Today)",293,4.5,4.0,18
403,Bangalore Adda,,"Salad, Seafood, Kebab, Pizza, Chinese, North Indian, Biryani, Desserts",1200," New BEL Road, Bangalore",https://www.zomato.com/bangalore/bangalore-adda-1-new-bel-road-bangalore/info,11:30am – 12:30am (Today),477,4.0,3.5,59
404,Kake Di Hatti,,"North Indian, Chinese, Beverages",1800," Electronic City, Bangalore",https://www.zomato.com/bangalore/kake-di-hatti-electronic-city-bangalore/info,Opens tomorrow at 11:30am,76,4.2,4.0,31
405,"Cha Cha Cha - Dimsum, Sushi, Stir Fry",,"Asian, Chinese",2500," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info,11:30am – 11:30pm (Today),"1,404",4.0,4.0,171
406,Paper And Pie,,"Cafe, Italian, Continental, Desserts, Beverages, Shake",1200," Indiranagar, Bangalore",https://www.zomato.com/bangalore/paper-and-pie-indiranagar-bangalore/info,Opens tomorrow at 8am,172,3.5,0.0,0
407,Pinxx - Royal Orchid Central,,"Continental, North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",1900," Royal Orchid Central, MG Road, Bangalore",https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info,7am – 11:30pm (Today),500,3.9,3.9,247
408,Empire Restaurant,,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood",950," Indiranagar, Bangalore",https://www.zomato.com/bangalore/empire-restaurant-indiranagar/info,11am – 2:30am (Today),12K,3.8,3.9,90K
409,Olive Tap House,,"North Indian, Biryani, Chinese, Asian, Continental, Pizza, Italian, Mexican",1000," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/olive-tap-house-bannerghatta-road-bangalore/info,12noon – 11:30pm (Today),27,4.0,0.0,3
410,Ottoman Restobar,,"Continental, Modern Indian, South Indian",1100," Bellandur, Bangalore",https://www.zomato.com/bangalore/ottoman-restobar-bellandur-bangalore/info,12noon – 12midnight (Today),221,3.9,4.0,9
411,Momoz,,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",500," BTM, Bangalore",https://www.zomato.com/bangalore/momoz-1-btm-bangalore/info,11:30am – 11:30pm (Today),25,3.7,0.0,0
412,Mahesh Lunch Home,,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",1700," Indiranagar, Bangalore",https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,12noon – 11:30pm (Today),653,4.2,4.1,"1,774"
413,Broadway - The Gourmet Theatre,,"Chinese, North Indian, Mughlai, Biryani, Asian, Japanese, Sushi, Beverages",2000," HSR, Bangalore",https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info,Opens tomorrow at 11:30am,"2,549",4.3,4.2,"2,374"
414,Sunburn Union,,"Bar Food, South Indian, North Indian",2000," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/sunburn-union-koramangala-6th-block-bangalore/info,"12midnight – 12:45am, 7pm – 12midnight (Today)",39,3.5,0.0,0
415,Sozo Skyline,,"Asian, Chinese, Thai, Sushi",1800," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/sozo-skyline-lavelle-road-bangalore/info,12noon – 12midnight (Today),30,0.0,0.0,0
416,Botanica,,"North Indian, Oriental",1500," Kanakapura Road, Bangalore",https://www.zomato.com/bangalore/botanica-kanakapura-road-bangalore/info,Opens tomorrow at 11am,20,4.1,0.0,0
417,NK Dum Biryani,,"Biryani, North Indian, Kebab, Chinese, Street Food",350," RT Nagar, Bangalore",https://www.zomato.com/bangalore/nk-dum-biryani-rt-nagar-bangalore/info,24 Hours (Today),7,3.6,3.7,113
418,Restaurant Chef Pillai,,Kerala,1000," Brigade Road, Bangalore",https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info,"12midnight – 3am, 7am – 12midnight (Today)",190,4.4,4.1,563
419,Murphy's Brewhouse - The Paul Bangalore,,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",2000," The Paul Bangalore, Domlur, Bangalore",https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info,11am – 12midnight (Today),"3,495",4.3,0.0,0
420,Fat Owl,,"North Indian, Salad, Fast Food, Chinese, Seafood, Pizza, Italian, Bar Food",1800," JP Nagar, Bangalore",https://www.zomato.com/bangalore/fat-owl-jp-nagar-bangalore/info,12noon – 12midnight (Today),"2,099",4.2,4.0,8
421,153 Biere Street,,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",2000," Whitefield, Bangalore",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,Opens tomorrow at 12noon,"4,976",4.2,4.0,504
422,Chavadi,,"North Indian, South Indian, Seafood, Desserts, Beverages",1700," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/chavadi-bannerghatta-road/info,Opens tomorrow at 12noon,"2,887",4.3,4.0,"1,204"
423,Monkey Bar,,"Continental, North Indian, Beverages",2000," Church Street, Bangalore",https://www.zomato.com/bangalore/monkey-bar-church-street-bangalore/info,12noon – 1am (Today),45,3.8,0.0,0
424,Ebony,,"North Indian, Biryani, South Indian, Thai, Seafood, Desserts, Beverages",1900," Barton Centre, Bangalore",https://www.zomato.com/bangalore/ebony-mg-road/info,"12noon – 3:30pm, 7pm – 11:30pm (Today)","3,669",4.2,4.4,450
425,Daya's Kitchen,,"Biryani, Chinese, Kebab",400," Bommanahalli, Bangalore",https://www.zomato.com/bangalore/dayas-kitchen-bommanahalli-bangalore/info,12:15pm – 12midnight (Today),13,3.8,4.0,24
426,Tandoor | A Heritage Indian Restaurant & Bar,,"North Indian, Mughlai, Kebab, Kashmiri, Seafood, Biryani, Grilled Chicken, Bar Food",1700," MG Road, Bangalore",https://www.zomato.com/bangalore/tandoor-a-heritage-indian-restaurant-bar-mg-road-bangalore/info,Opens tomorrow at 12noon,"1,813",3.5,3.8,546
427,PiJJA,,"Italian, Pizza, Pasta",500," Indiranagar, Bangalore",https://www.zomato.com/bangalore/pijja-2-indiranagar-bangalore/info,8am – 12midnight (Today),141,4.3,3.9,60
428,Cosmo Dhaba,,"North Indian, Biryani, Chinese, Sandwich, Burger, Pasta, Fast Food, Beverages",550," HSR, Bangalore",https://www.zomato.com/bangalore/cosmo-dhaba-hsr-bangalore/info,Opens tomorrow at 11:30am,176,3.9,3.8,138
429,Record Room,,"Sushi, Bar Food, Pizza, Desserts, Beverages",2500," MG Road, Bangalore",https://www.zomato.com/bangalore/record-room-mg-road-bangalore/info,"12midnight – 1am, 12noon – 12midnight (Today)",554,4.5,4.0,6
430,Tiddly Tavern Bar & Grill,,"South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood",1000," Ascendas Park Square, Whitefield, Bangalore",https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info,12noon – 11:45pm (Today),458,4.2,3.6,8
431,The Whitefield Arms Pub & Microbrewery,,"Modern Indian, Continental, BBQ",2000," VR Bengaluru, Whitefield, Bangalore",https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore/info,,"2,413",4.1,4.3,268
432,Paradise Biryani - A Legend Since 1953,,"Biryani, Kebab, North Indian, Rolls, Chinese, Desserts",1100," JP Nagar, Bangalore",https://www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-jp-nagar-bangalore/info,"12midnight – 2am, 11am – 12midnight (Today)","2,207",3.7,4.3,26.8K
